FirstName,LastName,GameDate,Team,Opponent,Minutes,Seconds,FieldGoals,FieldGoalsAttempted,ThreeFieldGoals,ThreeFieldGoalsAttempted,FreeThrows,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,Assists,Steals,Blocks,Turnovers,Fouls,PlusMinus
Mike,Dunleavy,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,20,40,1,4,0,2,0,0,2,2,2,1,0,1,2,-9
Tim,Hardaway Jr.,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,18,36,4,8,2,4,0,0,0,1,0,0,0,0,0,-23
Dennis,Schroder,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,26,53,5,11,0,2,3,3,0,0,6,0,0,2,3,-19
Kent,Bazemore,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,20,44,4,10,1,3,1,2,0,2,1,0,1,2,1,-12
Dwight,Howard,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,21,28,1,1,0,0,2,2,1,2,2,0,3,2,2,-14
Paul,Millsap,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,27,18,7,17,1,5,6,9,3,5,4,0,0,2,2,-17
Thabo,Sefolosha,Wed Jan 18 2017 00:00:00 GMT+0000 (UTC),ATL,DET,12,20,0,3,0,1,0,0,0,1,0,0,0,0,2,-13
Enes,Kanter,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Abrines,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Huestis,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,6,53,3,4,1,2,0,0,2,2,1,0,1,0,0,-2
Nick,Collison,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
Kyle,Singler,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,3,9,0,0,0,0,0,0,0,0,0,0,0,0,2,-5
Semaj,Christon,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,13,12,2,5,1,2,0,0,1,2,0,0,0,1,3,-6
Cameron,Payne,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,19,25,3,10,1,2,0,0,0,0,5,1,0,0,1,-6
Jerami,Grant,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,19,51,5,8,1,4,4,4,0,1,0,1,0,0,2,-3
Joffrey,Lauvergne,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,13,59,1,3,1,2,1,2,0,1,1,1,1,1,1,5
Anthony,Morrow,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,24,13,3,11,1,6,0,0,1,0,1,0,0,0,3,-12
Russell,Westbrook,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,29,25,10,23,2,7,6,8,1,4,8,2,1,3,1,-23
Victor,Oladipo,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,24,40,5,14,1,6,1,1,2,3,0,1,0,1,5,-15
Steven,Adams,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,29,19,3,7,0,0,2,2,3,3,0,0,0,1,1,-30
Domantas,Sabonis,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,22,21,1,10,0,2,0,0,1,4,0,0,0,1,2,-22
Andre,Roberson,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),OKC,CHI,30,7,2,5,1,4,0,0,0,6,1,0,2,1,2,-24
Denzel,Valentine,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Carter-Williams,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,6,24,3,4,0,1,2,2,0,2,1,0,0,0,0,1
Isaiah,Canaan,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,6,53,1,2,1,1,0,0,0,1,1,0,0,0,0,2
Bobby,Portis,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,6,53,1,2,0,0,0,0,0,1,0,0,0,0,1,2
Doug,McDermott,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,13,46,4,7,1,3,2,2,0,1,0,0,0,1,1,5
Cristiano,Felicio,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,23,43,3,3,0,0,5,8,0,4,0,1,0,0,4,5
Rajon,Rondo,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,16,35,0,4,0,0,0,0,0,0,6,1,0,3,2,7
Nikola,Mirotic,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,19,36,2,5,0,2,2,2,1,3,0,0,0,1,0,5
Paul,Zipser,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,23,35,2,5,1,3,2,3,0,5,2,0,0,1,2,-3
Jerian,Grant,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,26,11,5,7,2,2,0,0,0,3,3,0,0,1,1,24
Dwyane,Wade,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,24,25,7,12,0,1,4,4,0,7,7,2,0,0,1,32
Robin,Lopez,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,20,42,7,8,0,0,0,0,1,1,0,0,1,0,4,22
Taj,Gibson,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,21,31,3,5,1,1,1,1,0,8,0,0,1,1,1,22
Jimmy,Butler,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),CHI,OKC,29,46,11,17,0,1,6,8,2,2,5,3,0,1,2,21
Demetrius,Jackson,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avery,Bradley,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Young,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly,Olynyk,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Mickey,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry,Rozier,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,22,34,2,7,1,2,0,0,2,5,1,0,0,0,0,4
Gerald,Green,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,6,5,1,3,0,1,0,0,0,1,1,1,0,1,1,3
Tyler,Zeller,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,16,11,2,3,0,0,0,0,2,3,1,0,1,0,3,8
Marcus,Smart,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,34,48,4,11,1,5,1,2,2,3,5,2,0,2,3,8
Jonas,Jerebko,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,19,29,2,7,2,5,0,0,0,3,2,0,1,0,1,8
Isaiah,Thomas,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,37,56,12,22,5,12,15,16,0,4,7,0,0,3,3,17
Jaylen,Brown,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,22,42,2,6,0,1,4,6,1,0,0,1,0,0,2,-9
Al,Horford,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,31,49,4,13,1,5,2,2,1,2,6,1,0,1,3,-3
Amir,Johnson,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,14,32,2,2,1,1,0,0,1,1,0,0,0,1,4,-7
Jae,Crowder,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),BOS,TOR,33,55,5,13,1,4,3,4,3,5,1,1,0,1,1,-4
DeMar,DeRozan,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Caboclo,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delon,Wright,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred,VanVleet,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal,Siakam,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob,Poeltl,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,9,27,2,2,0,0,0,0,3,1,0,0,0,0,1,-4
Terrence,Ross,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,22,45,3,10,0,4,0,2,0,6,3,1,0,3,2,0
Cory,Joseph,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,23,14,4,10,0,0,0,1,0,1,4,0,0,1,5,-9
Jared,Sullinger,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,15,37,5,8,1,3,2,5,2,4,1,0,0,0,3,-8
Lucas,Nogueira,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,28,29,3,4,0,1,4,4,1,4,0,1,4,1,4,7
Kyle,Lowry,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,37,54,12,20,4,11,4,6,0,2,5,2,0,3,2,-2
Norman,Powell,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,32,22,6,9,0,2,0,0,0,5,2,0,0,4,5,0
Jonas,Valanciunas,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,11,47,1,1,0,0,1,2,0,3,1,0,1,2,4,-10
Patrick,Patterson,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,20,42,3,6,1,4,3,5,1,2,0,1,0,0,0,3
DeMarre,Carroll,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),TOR,BOS,37,42,2,8,2,6,0,0,1,5,1,1,0,1,3,-2
Michael,Gbinije,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry,Ellenson,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boban,Marjanovic,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrun,Hilliard,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie,Bullock,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beno,Udrih,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stanley,Johnson,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,11,41,0,2,0,1,0,0,1,1,2,0,0,2,0,8
Ish,Smith,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,20,43,5,8,0,1,0,0,0,3,5,1,0,0,2,-4
Aron,Baynes,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,18,44,3,7,0,0,2,2,5,1,0,0,0,1,3,-2
Tobias,Harris,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,22,36,5,12,2,4,2,2,0,3,1,1,0,1,0,-4
Reggie,Jackson,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,26,53,4,13,0,2,2,2,0,3,8,1,0,0,0,11
Kentavious,Caldwell-Pope,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,36,35,1,7,0,2,0,0,2,3,5,1,1,1,3,1
Andre,Drummond,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,29,5,6,14,0,0,0,0,6,12,0,2,3,3,3,9
Jon,Leuer,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,35,17,8,16,4,7,4,5,2,2,1,0,0,0,2,9
Marcus,Morris,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DET,MIN,38,18,12,19,5,9,7,11,2,4,2,1,0,2,1,15
Nikola,Pekovic,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adreian,Payne,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon,Rush,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Hill,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kris,Dunn,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,Aldrich,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,7,38,0,0,0,0,0,0,0,1,2,0,1,0,2,4
Tyus,Jones,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,15,4,1,2,0,1,0,0,0,1,3,1,0,2,1,-2
Nemanja,Bjelica,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,23,7,2,5,0,0,0,0,1,5,5,0,1,0,1,-6
Shabazz,Muhammad,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,23,13,6,11,3,4,0,0,0,0,0,1,0,1,3,-1
Ricky,Rubio,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,34,0,4,10,2,4,6,7,0,2,7,2,0,6,1,-6
Zach,LaVine,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,31,32,9,13,0,2,2,3,1,3,4,0,0,2,1,-5
Karl-Anthony,Towns,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,33,25,11,19,0,2,2,4,7,4,1,0,1,0,5,-10
Gorgui,Dieng,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,31,50,3,9,0,1,0,0,1,11,2,1,3,1,3,-6
Andrew,Wiggins,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),MIN,DET,40,11,8,20,0,3,5,5,1,2,1,0,0,1,2,-13
Jeremy,Lamb,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Wood,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian,Roberts,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spencer,Hawes,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treveon,Graham,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roy,Hibbert,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,14,15,1,2,0,0,0,0,0,0,0,0,0,0,1,2
Ramon,Sessions,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,19,13,3,8,3,4,8,8,0,2,2,0,0,1,0,-5
Marco,Belinelli,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,22,14,5,10,2,6,2,2,0,1,5,0,0,0,3,4
Frank,Kaminsky,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,24,46,4,5,2,2,0,0,0,1,2,3,0,2,4,6
Kemba,Walker,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,32,41,6,17,2,6,2,3,0,4,6,0,0,4,1,15
Nicolas,Batum,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,34,59,6,16,3,6,1,1,0,9,6,4,0,2,2,1
Cody,Zeller,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,30,50,5,7,0,0,2,2,0,9,3,0,1,0,1,10
Marvin,Williams,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,25,48,2,6,2,6,2,2,0,6,1,0,1,2,3,-4
Michael,Kidd-Gilchrist,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),CHA,BKN,35,14,7,11,0,0,3,4,6,8,1,0,2,2,3,6
Chris,McCullough,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy,Lin,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis,Scola,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Harris,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin,Hamilton,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caris,LeVert,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,18,25,2,4,0,2,5,6,0,1,4,2,0,1,0,-9
Rondae,Hollis-Jefferson,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,21,6,3,6,0,3,1,3,0,3,2,1,0,2,1,0
Quincy,Acy,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,17,4,5,7,3,4,1,1,0,4,1,2,1,0,2,-3
Isaiah,Whitehead,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,22,41,1,2,1,1,0,0,0,4,4,0,0,0,3,-9
Randy,Foye,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,23,35,4,12,3,7,0,0,0,2,5,0,0,0,2,-3
Spencer,Dinwiddie,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,23,29,0,4,0,1,0,0,1,4,2,0,0,0,3,0
Sean,Kilpatrick,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,27,14,5,14,3,7,0,0,0,4,5,2,0,2,2,-4
Brook,Lopez,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,31,2,10,21,3,7,1,1,0,5,4,0,2,2,3,-2
Trevor,Booker,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,26,55,4,6,0,1,0,0,3,6,0,2,0,3,1,-11
Bojan,Bogdanovic,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),BKN,CHA,28,29,4,12,4,8,4,4,0,3,3,0,0,2,0,6
Deron,Williams,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,Hammons,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J.,Barea,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Bogut,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Brussino,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,4,31,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Justin,Anderson,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,4,31,3,4,1,2,0,0,1,3,0,0,0,1,0,1
Dwight,Powell,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,10,26,2,5,1,1,1,2,1,2,1,1,1,1,4,-2
Dorian,Finney-Smith,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,18,10,1,1,0,0,3,4,0,1,2,0,1,0,2,-6
Salah,Mejri,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,21,3,7,9,0,0,2,4,8,9,0,1,1,1,2,18
Devin,Harris,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,18,39,3,5,3,3,5,5,0,1,3,0,0,0,2,22
Yogi,Ferrell,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,37,43,3,13,0,4,5,5,1,2,5,1,1,2,2,2
Seth,Curry,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,34,21,8,14,3,7,3,4,1,2,6,4,0,3,2,13
Dirk,Nowitzki,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,28,14,4,12,0,2,0,0,0,5,3,1,0,1,1,3
Harrison,Barnes,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,31,46,6,13,1,3,2,2,2,5,1,2,0,1,2,16
Wesley,Matthews,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),DAL,PHI,30,36,3,9,1,4,2,2,0,6,1,0,0,1,2,22
Ben,Simmons,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerryd,Bayless,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Embiid,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Covington,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richaun,Holmes,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,6,22,1,1,0,0,0,0,0,0,0,0,1,0,0,1
Sergio,Rodriguez,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,13,18,2,6,1,4,0,0,0,2,4,0,0,0,1,-10
Gerald,Henderson,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,24,8,3,7,0,1,4,4,1,2,2,1,0,1,1,3
Chasson,Randle,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,12,2,3,5,1,3,1,1,0,2,2,1,1,1,3,0
Nerlens,Noel,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,17,9,4,8,0,0,0,0,1,2,1,1,0,1,2,-2
Dario,Saric,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,24,24,3,9,1,4,3,6,2,5,2,1,0,2,1,-18
T.J.,McConnell,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,28,54,3,6,0,0,2,2,0,4,4,1,0,2,0,-9
Nik,Stauskas,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,35,12,2,5,1,4,3,4,0,3,2,0,0,2,3,-28
Jahlil,Okafor,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,24,29,7,16,0,0,2,5,0,1,1,0,0,1,3,-17
Ersan,Ilyasova,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,31,7,4,9,1,4,4,4,1,9,1,0,0,1,2,-7
Timothe,Luwawu-Cabarrot,Wed Feb 01 2017 00:00:00 GMT+0000 (UTC),PHI,DAL,22,55,3,5,1,2,0,0,0,4,2,0,0,2,5,-3
JR,Smith,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Andersen,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,McRae,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard,Jefferson,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre,Liggins,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,1,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Kay,Felder,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,10,55,1,2,0,0,1,4,0,0,1,2,0,3,2,-7
Channing,Frye,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,18,36,3,6,2,5,0,0,0,2,0,0,1,2,1,-2
Kyle,Korver,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,33,44,4,9,4,7,0,0,1,0,3,0,1,1,2,-17
James,Jones,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,14,28,0,2,0,2,2,5,1,2,0,0,0,0,0,-9
Kyrie,Irving,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,41,58,9,19,1,4,1,2,0,1,6,2,2,3,3,6
Iman,Shumpert,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,27,54,6,9,4,7,0,0,0,3,2,2,0,0,2,5
Tristan,Thompson,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,31,56,2,3,0,0,2,6,3,5,1,0,1,0,5,-4
Kevin,Love,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,39,24,7,16,4,9,3,6,4,12,5,1,0,4,3,9
LeBron,James,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),CLE,SAC,44,49,8,15,0,3,8,11,4,9,11,2,1,5,3,-1
Georgios,Papagiannis,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),SAC,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudy,Gay,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),SAC,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omri,Casspi,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),SAC,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,McLemore,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),SAC,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skal,Labissiere,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),SAC,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
